iter	Logloss
0	0.6040017744
1	0.527044957
2	0.4717484873
3	0.4134855944
4	0.3726295394
5	0.3362552161
6	0.3057962083
7	0.2717261318
8	0.2423805988
9	0.2209593663
10	0.2009643273
11	0.1802311208
12	0.1684712002
13	0.1557176717
14	0.1424188153
15	0.1298240731
16	0.1236761486
17	0.1148729841
18	0.1068464452
19	0.1015316218
20	0.09534686171
21	0.0907252959
22	0.08635428314
23	0.08374856101
24	0.07964843255
25	0.0760695826
26	0.07280081946
27	0.06919497845
28	0.06638303888
29	0.06378302826
30	0.06155235418
31	0.05939224019
32	0.05740037829
33	0.05583577871
34	0.05434147201
35	0.0527313309
36	0.05153027366
37	0.0504770051
38	0.04947749131
39	0.04845841662
40	0.04750018634
41	0.04672269274
42	0.04599703055
43	0.04522422996
44	0.04462739967
45	0.04402788097
46	0.04344435553
47	0.04292592736
48	0.04247909188
49	0.04202249635
50	0.04164793926
51	0.04127474361
52	0.04079033129
53	0.04047086815
54	0.04006865461
55	0.03979550007
56	0.03941028147
57	0.03913271529
58	0.03879789063
59	0.03853178967
60	0.03827383706
61	0.03796044307
62	0.03766462191
63	0.03743245979
64	0.03719825813
65	0.03696787335
66	0.03679618715
67	0.03658997149
68	0.03640302103
69	0.03620208832
70	0.03599250634
71	0.03577424301
72	0.03554416565
73	0.03542338538
74	0.03524790829
75	0.03504357218
76	0.03489691007
77	0.03473734862
78	0.0345782048
79	0.03440133877
80	0.0342751267
81	0.03409832409
82	0.03397598421
83	0.0338395742
84	0.03367290994
85	0.03359661455
86	0.03349131073
87	0.03330339658
88	0.03311683078
89	0.0329970648
90	0.03282893451
91	0.03272061803
92	0.03269227242
93	0.03256669867
94	0.0325018218
95	0.03240845873
96	0.03224295133
97	0.03217235319
98	0.03208268385
99	0.03199712681
100	0.03190782482
101	0.03172240842
102	0.03161941957
103	0.03151598568
104	0.0314432036
105	0.03139575627
106	0.03128093799
107	0.03114971985
108	0.03102768869
109	0.03089765827
110	0.03080652502
111	0.03070901862
112	0.03057290594
113	0.03044105872
114	0.03033172445
115	0.03025725306
116	0.03018197439
117	0.03010683854
118	0.03001047602
119	0.02992196256
120	0.0298692933
121	0.02975121562
122	0.0297032341
123	0.02960695808
124	0.02954160703
125	0.0294457249
126	0.02934631725
127	0.029300452
128	0.02921011605
129	0.02913655726
130	0.02909716199
131	0.02900165983
132	0.02891866758
133	0.02880850321
134	0.02876882325
135	0.02870129553
136	0.0286650043
137	0.02857674622
138	0.02850178228
139	0.028431914
140	0.02838772094
141	0.02826797702
142	0.02825448231
143	0.02815284465
144	0.02812046082
145	0.02804604294
146	0.02797686362
147	0.02789280101
148	0.02780123259
149	0.02774204386
150	0.02766186272
151	0.02758654207
152	0.02753463311
153	0.02748566963
154	0.02739792271
155	0.02736844114
156	0.02732066869
157	0.02727083966
158	0.02720198893
159	0.02714358736
160	0.02709262378
161	0.02703773674
162	0.02696998386
163	0.02694314879
164	0.02687088759
165	0.02682669417
166	0.02673969208
167	0.02668243495
168	0.02664365613
169	0.02656394882
170	0.02651005637
171	0.0264412436
172	0.02637309567
173	0.02630274135
174	0.02626111748
175	0.02619414237
176	0.02612267962
177	0.02606084242
178	0.02600454539
179	0.02594752887
180	0.02594600705
181	0.02589570889
182	0.02585045543
183	0.02579245715
184	0.02574697613
185	0.02566516787
186	0.02562743296
187	0.02557438933
188	0.02551651704
189	0.0254775201
190	0.02541940957
191	0.02535388935
192	0.02530529181
193	0.02523671656
194	0.02516686793
195	0.02512175252
196	0.02508052388
197	0.02504651383
198	0.02501257449
199	0.02493236201
200	0.02487292883
201	0.0248245763
202	0.02478759144
203	0.02474540531
204	0.02471640486
